iter	Logloss
112	0.3504212489
113	0.3498176179
114	0.3487779881
115	0.3481164127
116	0.3473056328
117	0.3463825208
118	0.3455040277
119	0.3446347647
120	0.3438235135
121	0.3433234665
122	0.3425866187
123	0.3420137244
124	0.3414269619
125	0.3407110437
126	0.3396687759
127	0.3389887882
128	0.3381266073
129	0.3376260419
130	0.3370102248
131	0.3363988268
132	0.3357080833
133	0.3352924933
134	0.3347735222
135	0.3341255581
136	0.3334466092
137	0.3328380539
138	0.3321764408
139	0.3314741861
140	0.3310415407
141	0.3304919486
142	0.3296700342
143	0.3290571122
144	0.3281782502
145	0.3276394065
146	0.3270952461
147	0.3266294261
148	0.325918348
149	0.325351137
150	0.3249731899
151	0.3241492347
152	0.323767066
153	0.323301779
154	0.3227230551
155	0.3223525394
156	0.3216560491
157	0.3211292114
158	0.3203823983
159	0.3201586219
160	0.3193564752
161	0.3187634803
162	0.3182076395
163	0.3174960147
164	0.3168658906
165	0.3166566065
166	0.3161871555
167	0.3157299156
168	0.3153823246
169	0.314839026
170	0.314239975
171	0.3138702786
172	0.3131850296
173	0.3126816943
174	0.3124181941
175	0.31217166
176	0.3117010056
177	0.3113838606
178	0.3108198523
179	0.3104432426
180	0.3100254965
181	0.3097359334
182	0.309366097
183	0.3089220206
184	0.3086465356
185	0.3082455083
186	0.3079490061
187	0.307460157
188	0.307089741
189	0.3067978816
190	0.3064855699
191	0.3063386868
192	0.3060155422
193	0.305695396
194	0.3054509777
195	0.3052266007
196	0.3049367573
197	0.3044541325
198	0.3040470847
199	0.3036325907
200	0.3032358252
201	0.3028594893
202	0.3024212389
203	0.3021835607
204	0.3018414702
205	0.301495449
206	0.3011445945
207	0.3008714453
208	0.3006256597
209	0.3003663936
210	0.3001531465
211	0.2999111341
212	0.2997021084
213	0.2992818116
214	0.2990754672
215	0.2988211585
216	0.2985604307
217	0.2981845747
218	0.2979383704
219	0.2977040217
220	0.2973892948
221	0.2971144621
222	0.2966666176
223	0.2965179751
224	0.2962548904
225	0.2960708828
226	0.2958344428
227	0.2954442689
228	0.295128486
229	0.2947871845
230	0.2944257444
231	0.2942043772
232	0.2941145364
233	0.2937609899
234	0.2934227935
235	0.2931755367
236	0.2929913771
237	0.2927421655
238	0.2925197156
239	0.292343692
240	0.2921500739
241	0.2918782563
242	0.2917104891
243	0.2913556155
244	0.2910689177
245	0.2909417084
246	0.2907215672
247	0.2904385242
248	0.2903722355
249	0.2901767761
250	0.2898707807
251	0.289689112
252	0.2894798228
253	0.2892393816
254	0.2889750107
255	0.2886202303
256	0.2883705875
257	0.2880507467
258	0.2878595508
259	0.287376075
260	0.2871143286
261	0.2868517629
262	0.2865795345
263	0.2863012617
264	0.2861059738
265	0.2860140964
266	0.2858880846
267	0.2856415439
268	0.2853839439
269	0.2851962578
270	0.2848467912
271	0.2846111187
272	0.2844699824
273	0.2843386503
274	0.2841935614
275	0.2838285613
276	0.2836365555
277	0.2833067242
278	0.2829565986
279	0.2827633906
280	0.2825564325
281	0.2823754201
282	0.2820896399
283	0.2818859805
284	0.2817218672
285	0.281411429
286	0.2812317469
287	0.280991903
288	0.2808451475
289	0.280549624
290	0.2804662335
291	0.2801864639
292	0.2799658182
293	0.2799086065
294	0.2796863393
295	0.2794717677
296	0.2793005466
297	0.279105701
298	0.2789095972
299	0.2787180812
300	0.2785226444
301	0.278400797
302	0.2781957448
303	0.2779185694
304	0.277723297
305	0.2774507364
306	0.2771850682
307	0.2770131662
308	0.2767389063
309	0.276573557
310	0.2762869397
311	0.2759849439
312	0.2758020882
313	0.2755938075
314	0.2753733497
315	0.2751769548
316	0.2749558831
317	0.2747771719
318	0.2746242277
319	0.2744148153
320	0.2742829175
321	0.2740701195
322	0.2739747051
323	0.2738007241
324	0.273643726
325	0.2734210457
326	0.273302152
327	0.2731012842
328	0.2728400178
329	0.2726555966
330	0.2724675243
331	0.2723509777
332	0.2721124391
333	0.2719568531
334	0.2717481208
335	0.2716332552
336	0.2714752227
337	0.2713410459
338	0.2710882917
339	0.2710481101
340	0.2707826553
341	0.2706914721
342	0.2705086916
343	0.2703550382
344	0.2702355354
345	0.2701087999
346	0.269973718
347	0.2697214465
348	0.2695578942
349	0.2693191752
350	0.2690380028
351	0.2689057241
352	0.268760346
353	0.2685341513
354	0.2683638745
355	0.268252849
356	0.2680362426
357	0.2678381203
358	0.2677237089
359	0.2675935941
360	0.2673002866
361	0.2671970624
362	0.2670470438
363	0.2668615987
364	0.266608235
365	0.2665729168
366	0.2664295602
367	0.2663131365
368	0.2662231322
369	0.2659217612
370	0.2656789719
371	0.2655392711
372	0.2654497958
373	0.2653356092
374	0.265232741
375	0.2650532597
376	0.2649219403
377	0.2647710945
378	0.2645355355
379	0.2645260135
380	0.2643776545
381	0.2642142022
382	0.2640289789
383	0.2638388315
384	0.2637222562
385	0.2635525372
386	0.2634096409
387	0.2632722949
388	0.2631192412
389	0.2628392336
390	0.2626924808
391	0.2625177744
392	0.262365019
393	0.2621723163
394	0.2620279291
395	0.2618907809
396	0.2617639248
397	0.2616052961
398	0.2614534538
399	0.261313184
400	0.2612081897
401	0.2610910961
402	0.2609400275
403	0.2608518371
404	0.2605693467
405	0.2603876062
406	0.2602225045
407	0.2601154063
408	0.2599691906
409	0.2598839876
410	0.2596897157
411	0.25950767
412	0.2594293672
413	0.2592777266
414	0.2590512051
415	0.2588290882
416	0.2586903207
417	0.2585346248
418	0.2583748948
419	0.2582311308
420	0.2580638429
421	0.2579551696
422	0.2578236076
423	0.2576395393
424	0.2575308457
425	0.2573742176
426	0.2573191028
427	0.2571951093
428	0.257064764
429	0.2569573902
430	0.2567774761
431	0.2566358255
432	0.2564628694
433	0.2564067907
434	0.2563611442
435	0.2562226438
436	0.2560880258
437	0.2559169138
438	0.2558201149
439	0.2557343926
440	0.255505477
441	0.2552129795
442	0.2551072956
443	0.2550705614
444	0.2550560737
445	0.2549166994
446	0.2547788026
447	0.2546969466
448	0.2544752295
449	0.2543281696
450	0.254304493
451	0.254214125
452	0.2540960411
453	0.253999546
454	0.2539028012
455	0.2537574169
456	0.2534426573
457	0.2533691547
458	0.2532832991
459	0.2530627823
460	0.2529903712
461	0.2528790306
462	0.2527635511
463	0.2526962467
464	0.2525329607
465	0.2524312707
466	0.252261289
467	0.2520299982
468	0.2518872339
469	0.2517988867
470	0.2516507775
471	0.2515066455
472	0.2513793809
473	0.2513585473
474	0.2512489419
475	0.2511843518
476	0.2510738641
477	0.2508828813
478	0.2508530169
479	0.2506780872
480	0.2505273861
481	0.2505164704
482	0.2504228946
483	0.2503851012
484	0.2503185271
485	0.2501572459
486	0.2499774112
487	0.2499194157
488	0.2498460703
489	0.2497096244
490	0.2495036995
491	0.2494116383
492	0.24929341
493	0.2491476538
494	0.2490404328
495	0.2489009727
496	0.2488266374
497	0.248705035
498	0.2486957433
499	0.2485707399
500	0.2484233835
501	0.2483594415
502	0.2483032324
503	0.2481182574
504	0.2480517368
505	0.2479026991
506	0.247775831
507	0.247721715
508	0.247606317
509	0.2474818959
510	0.2473249403
511	0.247236841
512	0.247155013
513	0.2470798716
514	0.2470386243
515	0.2468840933
516	0.2467553047
517	0.2466280111
518	0.2465593525
519	0.2463475401
520	0.2461405759
521	0.2460148294
522	0.245946993
523	0.2457761702
524	0.2456442621
525	0.2454905351
526	0.2454137536
527	0.2452430678
528	0.2451532442
529	0.2450466152
530	0.2448880571
531	0.2448004751
532	0.2446141722
533	0.24442986
534	0.2442822764
535	0.244072455
536	0.2438831437
537	0.243758119
538	0.2436414879
539	0.2435967846
540	0.2434773267
541	0.2433617575
542	0.2433297371
543	0.243215088
544	0.243163066
545	0.2430802455
546	0.2430768596
547	0.2429665635
548	0.2428810246
549	0.2427932371
550	0.2425974127
551	0.2425217474
552	0.2424392763
553	0.2422692836
554	0.2422095754
555	0.242124263
556	0.2420394151
557	0.2419460102
558	0.2418007844
559	0.2415981514
560	0.2414737328
561	0.2414084747
562	0.2413060461
563	0.2412065599
564	0.2410009238
565	0.2409177742
566	0.2408240925
567	0.2407261725
568	0.2405459023
569	0.2405132366
570	0.2404076596
571	0.2403526126
572	0.2402487107
573	0.240131224
574	0.2400309404
575	0.2399835366
576	0.2397740505
577	0.2396872218
578	0.2394414458
579	0.2393283023
580	0.2392306164
581	0.2391266196
582	0.2390423839
583	0.2389807541
584	0.2388640079
585	0.2386914811
586	0.2385884039
587	0.2384722742
588	0.2383207425
589	0.2382532083
590	0.2381680098
591	0.2379026764
592	0.2377668552
593	0.2376093578
594	0.2375456126
595	0.2374555116
596	0.2373472922
597	0.2371560538
598	0.2370770466
599	0.2370599403
600	0.2369286151
601	0.2368333677
602	0.2366819827
603	0.2366322673
604	0.2365395153
605	0.236444517
606	0.2362865877
607	0.2361651942
608	0.2361622175
609	0.2360732535
610	0.235973594
611	0.235849815
612	0.2357671612
613	0.2356287353
614	0.2354864982
615	0.2353677025
616	0.2353064978
617	0.2351849041
618	0.2351143907
619	0.2350302556
620	0.2348656234
621	0.2348048967
622	0.2346457714
623	0.2345882969
624	0.234535562
625	0.2344439243
626	0.2343485762
627	0.2341887334
628	0.2340974404
629	0.2339883463
630	0.2339202483
631	0.2338372836
632	0.2337384091
633	0.2335474489
634	0.2334891745
635	0.2334097903
636	0.2333331409
637	0.2331808504
638	0.2330972531
639	0.2329665483
640	0.2328575683
641	0.2327286458
642	0.2326636614
643	0.232553663
644	0.2324500697
645	0.2322716138
646	0.2322049026
647	0.2320917415
648	0.2319876897
649	0.2319849403
650	0.2318803792
651	0.2318297033
652	0.2317619838
653	0.2317005533
654	0.2316833924
655	0.2315349904
656	0.231469158
657	0.2313646356
658	0.2312629889
659	0.2311852431
660	0.231089696
661	0.2309706851
662	0.230803735
663	0.2307277503
664	0.2306099124
665	0.2304890557
666	0.2304073803
667	0.2302747602
668	0.2300997501
669	0.2300282745
670	0.2299596179
671	0.2299455738
672	0.2298883586
673	0.2297703622
674	0.2296551631
675	0.2295091688
676	0.2293946874
677	0.22924877
678	0.2291870794
679	0.2290711526
680	0.2289395501
681	0.2288539325
682	0.2287014965
683	0.2285437221
684	0.2283842233
685	0.2283128185
686	0.2282342434
687	0.228176504
688	0.2280930864
689	0.2279996461
690	0.2279126934
691	0.2278474962
692	0.2277102846
693	0.2275684515
694	0.2275270847
695	0.2274090939
696	0.2272761129
697	0.2271915758
698	0.2270818509
699	0.2269792184
700	0.2269049303
701	0.2268349386
702	0.2267769067
703	0.2266827623
704	0.2265896044
705	0.2264705293
706	0.2264120125
707	0.2263758917
708	0.2262806492
709	0.2262189399
710	0.2260909828
711	0.2259059315
712	0.2257623662
713	0.2256434754
714	0.2254887049
715	0.2253852576
716	0.2252461185
717	0.2250311134
718	0.2248376048
719	0.2246920529
720	0.2246483083
721	0.2245704589
722	0.2245103631
723	0.2244789756
724	0.2242821228
725	0.2242329575
726	0.2241791349
727	0.2240798462
728	0.2239837434
729	0.2239224567
730	0.2237260954
731	0.2236462329
732	0.2235464864
733	0.2234323795
734	0.2233747466
735	0.2232858777
736	0.2231906992
737	0.2231154642
738	0.2230158226
739	0.2228504932
740	0.22277667
741	0.2226890594
742	0.2225704639
743	0.2224153233
744	0.2223544036
745	0.2222794799
746	0.2221632231
747	0.2220238723
748	0.2219441207
749	0.2218542099
750	0.2217725691
751	0.2216954709
752	0.2215934678
753	0.2214449866
754	0.2213595896
755	0.2212932307
756	0.221204532
757	0.2210190535
758	0.2209509958
759	0.2208932163
760	0.2207593027
761	0.2206485072
762	0.2205405428
763	0.2204464429
764	0.2203304345
765	0.2202541939
766	0.2201514643
767	0.2201246386
768	0.2200558533
769	0.2199828239
770	0.2198010231
771	0.2196844369
772	0.2195995912
773	0.2194305819
774	0.219326153
775	0.2193245401
776	0.2192415948
777	0.2191362827
778	0.2190689717
779	0.2190210358
780	0.2189294671
781	0.2188153677
782	0.2186156165
783	0.2185306786
784	0.2183689736
785	0.2183110356
786	0.2182640632
787	0.2181701561
788	0.218094921
789	0.217923211
790	0.2178024706
791	0.2177036952
792	0.2175855257
793	0.2174775028
794	0.2174226218
795	0.217323156
796	0.2172440503
797	0.2171131618
798	0.2170549125
799	0.2169937517
800	0.216829914
801	0.216777797
802	0.2166764757
803	0.2165986136
804	0.2164878375
805	0.2164032892
806	0.2162299892
807	0.2161824397
808	0.2160474387
809	0.2158859878
810	0.2158249199
811	0.215724462
812	0.2156440957
813	0.2155657636
814	0.2155109595
815	0.2154380652
816	0.2153388539
817	0.2152575971
818	0.215179254
819	0.2150507788
820	0.214962811
821	0.2148870962
822	0.214830638
823	0.2147364057
824	0.2146866233
825	0.2145781661
826	0.2144199126
827	0.2142622774
828	0.2141141516
829	0.2138744179
830	0.2138529194
831	0.2138196474
832	0.2136141477
833	0.2135678906
834	0.2135095424
835	0.2135078456
836	0.2134343443
837	0.2134039432
838	0.2132804845
839	0.2131507755
840	0.2131298684
841	0.2130839427
842	0.2129664621
843	0.2128720064
844	0.2127793104
845	0.2126853023
846	0.2126149844
847	0.2124946564
848	0.2124379337
849	0.2123745177
850	0.2121785957
851	0.2120508409
852	0.2120039293
853	0.2119436495
854	0.2117759534
855	0.2116512814
856	0.2115222286
857	0.2113275598
858	0.2112551506
859	0.2111964198
860	0.211058736
861	0.2109956933
862	0.2109177053
863	0.2108727715
864	0.2107832655
865	0.2107343079
866	0.2106344816
867	0.2106180515
868	0.2105245412
869	0.2105082556
870	0.2103415871
871	0.2102519746
872	0.2101427409
873	0.2099928863
874	0.2099366879
875	0.20984339
876	0.2097657922
877	0.209648087
878	0.2095934695
879	0.2095105871
880	0.2093887461
881	0.2093058632
882	0.2092350127
883	0.2091436155
884	0.2090036542
885	0.2089413282
886	0.2088588908
887	0.2087655839
888	0.2087089877
889	0.2086652418
890	0.2085892588
891	0.2084846942
892	0.2083959715
893	0.2082720498
894	0.208218177
895	0.2081443089
896	0.2081302618
897	0.2080506224
898	0.2079814152
899	0.2078761244
900	0.2078226506
901	0.207744449
902	0.2075715364
903	0.2074871897
904	0.2074154112
905	0.2072278987
906	0.2070981657
907	0.2069757678
908	0.2069240403
909	0.2068051282
910	0.2067166391
911	0.2066401281
912	0.206574928
913	0.2064767413
914	0.2064026384
915	0.2062702042
916	0.2062100257
917	0.206100982
918	0.2059820506
919	0.2058668519
920	0.2057637833
921	0.2057057942
922	0.2055710132
923	0.2055183845
924	0.2053767131
925	0.2052657397
926	0.2051553455
927	0.2050720321
928	0.2049681367
929	0.204921738
930	0.20484163
931	0.2047456039
932	0.2046897757
933	0.2046413294
934	0.2045850961
935	0.2044718799
936	0.204389771
937	0.2043092903
938	0.204236624
939	0.2041300609
940	0.2040343547
941	0.2039227046
942	0.2038826781
943	0.2037645816
944	0.2036838854
945	0.203546997
946	0.2034137769
947	0.2033437405
948	0.2032780544
949	0.2031836739
950	0.2030995635
951	0.2030007419
952	0.2029269358
953	0.2028034202
954	0.2027248541
955	0.2026074191
956	0.2025707604
957	0.2024712748
958	0.2024225304
959	0.2023508571
960	0.2022631078
961	0.2021992988
962	0.2020844139
963	0.201869833
964	0.2017630877
965	0.2017241821
966	0.2016540881
967	0.2015665141
968	0.2015234207
969	0.2014606399
970	0.2013955787
971	0.2013245045
972	0.2013128146
973	0.2012238974
974	0.2011501109
975	0.2010703335
976	0.2009971029
977	0.2008476267
978	0.2008089111
979	0.2007281189
980	0.2006142493
981	0.2005297577
982	0.2004182439
983	0.2002977128
984	0.2001816893
985	0.2001125011
986	0.1999275648
987	0.1998469841
988	0.1997934829
989	0.1997197684
990	0.1996260941
991	0.1995410676
992	0.1994304724
993	0.1993574187
994	0.1991960516
995	0.1991466961
996	0.1990896748
997	0.1989949356
998	0.1989002458
999	0.1988595114
